date,open,high,low,close,volume
14-02-2022,3724,3793.25,3710,3733.75,5951745
11-02-2022,3752.5,3752.5,3690,3694.95,3851488
10-02-2022,3789.8,3789.8,3758,3770.35,2112459
09-02-2022,3750,3777.95,3746.1,3760.55,1638721
08-02-2022,3791.55,3799.7,3721,3743.45,2946443
07-02-2022,3791,3831.8,3756.15,3779,1919149
04-02-2022,3815.3,3824.7,3769,3814.9,2307366
03-02-2022,3851,3882.5,3816.05,3824.6,1960538
02-02-2022,3827.9,3864,3800.65,3856.2,1984212
01-02-2022,3770,3808,3736.4,3800.65,2105169
31-01-2022,3749,3758,3721.4,3736.25,2739393
28-01-2022,3646,3729.8,3646,3690.05,3143862
27-01-2022,3731,3733.4,3625.1,3649.25,5718297
25-01-2022,3769.5,3809.4,3722.2,3769.9,3330501
24-01-2022,3840,3849.65,3740.1,3771.35,3258414
21-01-2022,3807,3851.55,3771.1,3833.5,3112358
20-01-2022,3910,3920,3811,3826.55,6176776
19-01-2022,4012,4012,3910.5,3914.65,3102539
18-01-2022,4033.95,4041.7,3980,3990.6,2389041
17-01-2022,3992.7,4043,3962.3,4019.15,3442604
14-01-2022,3877.85,3977,3860.05,3968.15,3348123
13-01-2022,3918,3923,3857,3897.9,6684507
12-01-2022,3925,3929,3836.55,3859.9,3203744
11-01-2022,3856,3925,3856,3915.9,1906106
10-01-2022,3978,3978,3861,3879.85,3937092
07-01-2022,3820,3864.9,3796.4,3853.5,2460591
06-01-2022,3812,3835,3772,3807.45,1810293
